TYPE	NAME	ID
Head	Swordmaster Helmet S	PT_FAN_HEAD_106
Head	Swordmaster Helmet S	PT_FAN_HEAD_106_G
Head	Tank Commander Helmet Ver.1	PT_SPE_HEAD_011
Head	Tank Commander Helmet Ver.2	PT_SPE_HEAD_111
Head	Tank Commander Helmet Ver.3	PT_SPE_HEAD_012
Head	Tank Commander Helmet Ver.4	PT_SPE_HEAD_112
Head	Texas Slasher Mask	PT_DIY_HEAD_018
Head	Texas Slasher Mask +	PT_DIY_HEAD_118
Head	Texas Slasher Mask +	PT_DIY_HEAD_118_G
Head	Tour de Hell Head	PT_SPO_HEAD_016
Head	Tour de Hell Head A	PT_SPO_HEAD_116
Head	Tour de Hell Head A	PT_SPO_HEAD_116_G
Head	Travis' Sunglasses 1	PT_SPE_HEAD_015
Head	Travis' Sunglasses 2	PT_SPE_HEAD_115
Head	Travis' Sunglasses 3	PT_SPE_HEAD_016
Head	Travis' Sunglasses 4	PT_SPE_HEAD_116
Head	Travis' Sunglasses 4	PT_SPE_HEAD_116_G
Head	Tuscan Mask N	PT_GAS_HEAD_0N6
Head	Ultra 3D Glasses	PT_SPE_HEAD_017
Head	Ultra 3D Glasses W1	PT_SPE_HEAD_019
Head	Ultra 3D Glasses W2	PT_SPE_HEAD_119
Head	Ultra 3D Glasses W3	PT_SPE_HEAD_020
Head	Ultra 3D Glasses W3	PT_SPE_HEAD_020_G
Head	Uncle-D2 Head 1	PT_SPE_HEAD_025
Head	Uncle-D2 Head 2	PT_SPE_HEAD_125
Head	Uncle-D2 Head 3	PT_SPE_HEAD_026
Head	Violent Grinder Head	PT_DIY_HEAD_031
Head	Violent Grinder Head +	PT_DIY_HEAD_131
Head	Warrior Helmet S	PT_FAN_HEAD_119
Head	Wheel Assassin Head	PT_DIY_HEAD_006
Head	Wheel Assassin Head +	PT_DIY_HEAD_106
Head	Wheel Assassin Head +	PT_DIY_HEAD_106_G
Head	White Steel Head	PT_DIY_HEAD_021_G
Head	X-Rated Glasses	PT_SPE_HEAD_018
Head	X-Ray Glasses	PT_SPE_HEAD_001
Head	X-Ray Glasses	PT_SPE_HEAD_001_G
Head	X-Ray Glasses	PT_SPE_HEAD_002
Head	X-Ray Glasses	PT_SPE_HEAD_002_G
Legs	Alien Roadster Pants	PT_DIY_BTM_016
Legs	Alien Roadster Pants +	PT_DIY_BTM_116
Legs	Alien Roadster Pants +	PT_DIY_BTM_116_G
Legs	Apocalyptic Hockey Pants A	PT_SPO_BTM_101
Legs	Arahabaki Leggings	PT_FAN_BTM_008
Legs	Arahabaki Leggings RE	PT_REC_BTM_002
Legs	Arahabaki Leggings S	PT_FAN_BTM_108
Legs	Arahabaki Leggings S	PT_FAN_BTM_108_G
Legs	Arahabaki Leggings S RE	PT_REC_BTM_102
Legs	Arahabaki Leggings S RE	PT_REC_BTM_102_G
Legs	Assault Force Pants G1	PT_MIL_BTM_0G1
Legs	Assault Force Pants G2	PT_MIL_BTM_1G1
Legs	Assault Master Pants G	PT_MIL_BTM_0G2
Legs	Avatar of Zard Leggings	PT_FAN_BTM_004
Legs	Avatar of Zard Leggings S	PT_FAN_BTM_104
Legs	Avatar of Zard Leggings S	PT_FAN_BTM_104_G
Legs	Barrett Punisher Pants E	PT_MIL_BTM_115
Legs	Battle Trucker Pants	PT_DIY_BTM_010
Legs	Battle Trucker Pants +	PT_DIY_BTM_110
Legs	Battle Trucker Pants +	PT_DIY_BTM_110_G
Legs	Berserker Leggings	PT_FAN_BTM_020
Legs	Berserker Leggings S	PT_FAN_BTM_120
Legs	Berserker Leggings S	PT_FAN_BTM_120_G
Legs	Bishop's Leggings	PT_FAN_BTM_018
Legs	Bishop's Leggings S	PT_FAN_BTM_118
Legs	Bishop's Leggings S	PT_FAN_BTM_118_G
Legs	Black Belt Terror Boots	PT_SPO_BTM_020
Legs	Black Belt Terror Boots A	PT_SPO_BTM_120
Legs	Black Belt Terror Boots A	PT_SPO_BTM_120_G
Legs	Black Thunder Leggings	PT_FAN_BTM_021
Legs	Black Thunder Leggings	PT_FAN_BTM_021_G
Legs	Blitz Bowler Pants A	PT_SPO_BTM_113
Legs	Blood Diver Pants	PT_SPO_BTM_018
Legs	Blood Diver Pants A	PT_SPO_BTM_118
Legs	Blood Diver Pants A	PT_SPO_BTM_118_G
Legs	Bushido Pants	PT_SPO_BTM_008
Legs	Bushido Pants A	PT_SPO_BTM_108
Legs	Bushido Pants A	PT_SPO_BTM_108_G
Legs	Captain's Pants	PT_MIL_BTM_010
Legs	Captain's Pants E	PT_MIL_BTM_110
Legs	Captain's Pants E	PT_MIL_BTM_110_G
Legs	Chemical Agent Pants +	PT_DIY_BTM_107
Legs	Chemical Chaos Pants	PT_DIY_BTM_008
Legs	Chemical Chaos Pants +	PT_DIY_BTM_108
Legs	Chemical Chaos Pants +	PT_DIY_BTM_108_G
Legs	Clay Figurine Leggings RE	PT_REC_BTM_001
Legs	Clay Figurine Leggings S	PT_FAN_BTM_107
Legs	Clay Figurine Leggings S RE	PT_REC_BTM_101
Legs	Combat Diver Pants	PT_MIL_BTM_017
Legs	Combat Diver Pants E	PT_MIL_BTM_117
Legs	Cycle Madness Pants	PT_SPO_BTM_015
Legs	Cycle Madness Pants A	PT_SPO_BTM_115
Legs	Dark Rogue Leggings	PT_FAN_BTM_010
Legs	Dark Rogue Leggings S	PT_FAN_BTM_110
Legs	Dark Rogue Leggings S	PT_FAN_BTM_110_G
Legs	DIY Assault Pants +	PT_DIY_BTM_102
Legs	DIY Assault Pants +	PT_DIY_BTM_102_G
Legs	Driller Killer Pants	PT_DIY_BTM_004
Legs	Driller Killer Pants +	PT_DIY_BTM_104
Legs	Driller Killer Pants +	PT_DIY_BTM_104_G
Legs	Evil Wizard Leggings S	PT_FAN_BTM_113
Legs	Execution Rider Pants	PT_SPO_BTM_004
Legs	Execution Rider Pants A	PT_SPO_BTM_104
Legs	Execution Rider Pants A	PT_SPO_BTM_104_G
Legs	Exo-armor Pants	PT_MIL_BTM_031
Legs	Exo-armor Pants E	PT_MIL_BTM_131
Legs	Exo-combat Pants	PT_MIL_BTM_032
Legs	Exo-combat Pants E	PT_MIL_BTM_132
Legs	Exo-combat Pants E	PT_MIL_BTM_132_G
Legs	Fencing Leggings	PT_FAN_BTM_005
Legs	Fencing Leggings S	PT_FAN_BTM_105
Legs	Ghost Sniper Pants	PT_MIL_BTM_014
Legs	Ghost Sniper Pants E	PT_MIL_BTM_114
Legs	Ghost Sniper Pants E	PT_MIL_BTM_114_G
Legs	Hades Knight Leggings	PT_FAN_BTM_002
Legs	Hades Knight Leggings S	PT_FAN_BTM_102
Legs	Hades Knight Leggings S	PT_FAN_BTM_102_G
Legs	Happy Wheeler Pants +	PT_DIY_BTM_105
Legs	Hard Puncher Pants A	PT_SPO_BTM_111
Legs	Hard Target Pants	PT_SPO_BTM_031
Legs	Hard Target Pants A	PT_SPO_BTM_131
Legs	Hell Napalm Pants	PT_MIL_BTM_022
Legs	Hell Slugger Pants	PT_SPO_BTM_010
Legs	Hell Slugger Pants A	PT_SPO_BTM_110
Legs	Hell Slugger Pants A	PT_SPO_BTM_110_G
Legs	Hell Steel Leggings	PT_DIY_BTM_022
Legs	Hell Thunder Leggings	PT_FAN_BTM_022
Legs	Iron Eagle Pants E	PT_MIL_BTM_111
Legs	Iron Eagle Pants E RE	PT_REC_BTM_103
Legs	Iron Eagle Pants RE	PT_REC_BTM_003
Legs	Iron Falcon Pants	PT_MIL_BTM_012
Legs	Iron Falcon Pants E	PT_MIL_BTM_112
Legs	Iron Falcon Pants E	PT_MIL_BTM_112_G
Legs	Iron Falcon Pants E RE	PT_REC_BTM_104
Legs	Iron Falcon Pants E RE	PT_REC_BTM_104_G
Legs	Iron Falcon Pants RE	PT_REC_BTM_004
Legs	Jackal X Pants	PT_JAC_BTM_001
Legs	Jackal X Pants D	PT_JAC_BTM_201
Legs	Jackal X Pants D	PT_JAC_BTM_201_G
Legs	Jackal X Pants R	PT_JAC_BTM_101
Legs	Jackal X Pants R	PT_JAC_BTM_101_G
Legs	Jackal Y Pants	PT_JAC_BTM_002
Legs	Jackal Y Pants D	PT_JAC_BTM_202
Legs	Jackal Y Pants D	PT_JAC_BTM_202_G
Legs	Jackal Y Pants R	PT_JAC_BTM_102
Legs	Jackal Y Pants R	PT_JAC_BTM_102_G
Legs	Jackal Z Pants	PT_JAC_BTM_003
Legs	Jackal Z Pants D	PT_JAC_BTM_203
Legs	Jackal Z Pants D	PT_JAC_BTM_203_G
Legs	Jackal Z Pants R	PT_JAC_BTM_103
Legs	Jackal Z Pants R	PT_JAC_BTM_103_G
Legs	Kat Boots 1	PT_SPE_BTM_003
Legs	Kat Boots 2	PT_SPE_BTM_103
Legs	Kat Boots 3	PT_SPE_BTM_004
Legs	Kat Boots 4	PT_SPE_BTM_104
Legs	Kendo Pants	PT_SPO_BTM_007
Legs	Kendo Pants A	PT_SPO_BTM_107
Legs	Killer Wrestler Pants A	PT_SPO_BTM_105
Legs	King Smasher Pants	PT_SPO_BTM_012
Legs	King Smasher Pants A	PT_SPO_BTM_112
Legs	King Smasher Pants A	PT_SPO_BTM_112_G
Legs	Knight's Leggings A ZX	PT_FAN_BTM_1A1
Legs	Knight's Leggings A ZX	PT_FAN_BTM_1A1_G
Legs	Knight's Leggings S	PT_FAN_BTM_101
Legs	Knight's Leggings ZX	PT_FAN_BTM_0A1
Legs	Last Paladin’s Leggings	PT_FAN_BTM_016
Legs	Last Paladin’s Leggings S	PT_FAN_BTM_116
Legs	Last Paladin’s Leggings S	PT_FAN_BTM_116_G
Legs	Lucha Master Pants	PT_SPO_BTM_006
Legs	Lucha Master Pants A	PT_SPO_BTM_106
Legs	Lucha Master Pants A	PT_SPO_BTM_106_G
Legs	Manic Wizard Leggings	PT_FAN_BTM_014
Legs	Manic Wizard Leggings S	PT_FAN_BTM_114
Legs	Manic Wizard Leggings S	PT_FAN_BTM_114_G
Legs	Morbid Target Pants	PT_SPO_BTM_032
Legs	Morbid Target Pants A	PT_SPO_BTM_132
Legs	Morbid Target Pants A	PT_SPO_BTM_132_G
Legs	Motocross Rider Pants A	PT_SPO_BTM_103
Legs	Murderer Hockey Pants	PT_SPO_BTM_002
Legs	Murderer Hockey Pants A	PT_SPO_BTM_102
Legs	Murderer Hockey Pants A	PT_SPO_BTM_102_G
Legs	Night Raider Pants WoT01	PT_MIL_BTM_1007
Legs	Night Raider Pants WoT02	PT_MIL_BTM_1107
Legs	Night Raider Pants WoT03	PT_MIL_BTM_1008
Legs	Night Raider Pants WoT04	PT_MIL_BTM_1108
Legs	Officer Ryback Pants	PT_MIL_BTM_004
Legs	Officer Ryback Pants E	PT_MIL_BTM_104
Legs	Officer Ryback Pants E	PT_MIL_BTM_104_G
Legs	Paladin Leggings S	PT_FAN_BTM_115
Legs	Pale Wind Pants	PT_SPO_BTM_021
Legs	Pale Wind Pants	PT_SPO_BTM_021_G
Legs	Phantom Commando Pants	PT_MIL_BTM_006
Legs	Phantom Commando Pants E	PT_MIL_BTM_106
Legs	Phantom Commando Pants E	PT_MIL_BTM_106_G
Legs	Phantom Soldier Pants E	PT_MIL_BTM_105
Legs	Phantom Soldier Pants WoT01	PT_MIL_BTM_1005
Legs	Phantom Soldier Pants WoT02	PT_MIL_BTM_1105
Legs	Phantom Soldier Pants WoT03	PT_MIL_BTM_1006
Legs	Phantom Soldier Pants WoT04	PT_MIL_BTM_1106
Legs	Power Stomper Pants +	PT_DIY_BTM_115
Legs	Priest's Leggings S	PT_FAN_BTM_117
Legs	PT_DIY_BTM_022_G	PT_DIY_BTM_022_G
Legs	PT_FAN_BTM_022_G	PT_FAN_BTM_022_G
Legs	PT_MIL_BTM_022_G	PT_MIL_BTM_022_G
Legs	PT_MIL_BTM_0G2_G	PT_MIL_BTM_0G2_G
Legs	PT_MIL_BTM_1106_G	PT_MIL_BTM_1106_G
Legs	PT_MIL_BTM_1108_G	PT_MIL_BTM_1108_G
Legs	PT_SPE_BTM_021	PT_SPE_BTM_021
Legs	PT_SPE_BTM_022	PT_SPE_BTM_022
Legs	PT_SPE_BTM_022_G	PT_SPE_BTM_022_G
Legs	PT_SPE_BTM_027	PT_SPE_BTM_027
Legs	PT_SPE_BTM_028	PT_SPE_BTM_028
Legs	PT_SPE_BTM_028_G	PT_SPE_BTM_028_G
Legs	PT_SPE_BTM_029	PT_SPE_BTM_029
Legs	PT_SPE_BTM_030	PT_SPE_BTM_030
Legs	PT_SPE_BTM_030_G	PT_SPE_BTM_030_G
Legs	PT_SPE_BTM_104_G	PT_SPE_BTM_104_G
Legs	PT_SPE_BTM_112_G	PT_SPE_BTM_112_G
Legs	PT_SPE_BTM_121	PT_SPE_BTM_121
Legs	PT_SPE_BTM_127	PT_SPE_BTM_127
Legs	PT_SPE_BTM_129	PT_SPE_BTM_129
Legs	PT_SPO_BTM_022	PT_SPO_BTM_022
Legs	PT_SPO_BTM_022_G	PT_SPO_BTM_022_G
Legs	Raging Bull Pants	PT_SPO_BTM_014
Legs	Raging Bull Pants A	PT_SPO_BTM_114
Legs	Raging Bull Pants A	PT_SPO_BTM_114_G
Legs	Raven Blaster Pants	PT_MIL_BTM_020
Legs	Raven Blaster Pants E	PT_MIL_BTM_120
Legs	Raven Blaster Pants E	PT_MIL_BTM_120_G
Legs	Reaper's Pants	PT_SPE_BTM_001
Legs	Reaper's Pants	PT_SPE_BTM_001_G
Legs	Red Napalm Pants	PT_MIL_BTM_021
Legs	Red Napalm Pants	PT_MIL_BTM_021_G
Legs	Road Killer Pants	PT_DIY_BTM_020
Legs	Road Killer Pants +	PT_DIY_BTM_120
Legs	Road Killer Pants +	PT_DIY_BTM_120_G
Legs	Sengoku Leggings S	PT_FAN_BTM_111
Legs	Shogun Leggings	PT_FAN_BTM_012
Legs	Shogun Leggings S	PT_FAN_BTM_112
Legs	Shogun Leggings S	PT_FAN_BTM_112_G
Legs	Silent Sniper Pants E	PT_MIL_BTM_113
Legs	Skull Punisher Pants	PT_MIL_BTM_016
Legs	Skull Punisher Pants E	PT_MIL_BTM_116
Legs	Skull Punisher Pants E	PT_MIL_BTM_116_G
Legs	Splatter 13 Boots A	PT_SPO_BTM_119
Legs	Steel God Pants	PT_DIY_BTM_012
Legs	Steel God Pants +	PT_DIY_BTM_112
Legs	Steel God Pants +	PT_DIY_BTM_112_G
Legs	Steel Madman Pants	PT_DIY_BTM_014
Legs	Steel Madman Pants +	PT_DIY_BTM_114
Legs	Steel Madman Pants +	PT_DIY_BTM_114_G
Legs	Steel Tribe Pants +	PT_DIY_BTM_113
Legs	Storm Diver Pants	PT_MIL_BTM_018
Legs	Storm Diver Pants E	PT_MIL_BTM_118
Legs	Storm Diver Pants E	PT_MIL_BTM_118_G
Legs	Suicidal Grinder Pants	PT_DIY_BTM_032
Legs	Suicidal Grinder Pants +	PT_DIY_BTM_132
Legs	Suicidal Grinder Pants +	PT_DIY_BTM_132_G
Legs	Swimming Master Pants A	PT_SPO_BTM_117
Legs	Swordmaster Leggings	PT_FAN_BTM_006
Legs	Swordmaster Leggings S	PT_FAN_BTM_106
Legs	Swordmaster Leggings S	PT_FAN_BTM_106_G
Legs	Tank Commander Pants Ver.1	PT_SPE_BTM_011
Legs	Tank Commander Pants Ver.2	PT_SPE_BTM_111
Legs	Tank Commander Pants Ver.3	PT_SPE_BTM_012
Legs	Tank Commander Pants Ver.4	PT_SPE_BTM_112
Legs	Texas Slasher Pants	PT_DIY_BTM_018
Legs	Texas Slasher Pants +	PT_DIY_BTM_118
Legs	Texas Slasher Pants +	PT_DIY_BTM_118_G
Legs	Tour de Hell Pants	PT_SPO_BTM_016
Legs	Tour de Hell Pants A	PT_SPO_BTM_116
Legs	Tour de Hell Pants A	PT_SPO_BTM_116_G
Legs	Travis' Pants 1	PT_SPE_BTM_015
Legs	Travis' Pants 2	PT_SPE_BTM_115
Legs	Travis' Pants 3	PT_SPE_BTM_016
Legs	Travis' Pants 4	PT_SPE_BTM_116
Legs	Travis' Pants 4	PT_SPE_BTM_116_G
Legs	Violent Grinder Pants	PT_DIY_BTM_031
Legs	Violent Grinder Pants +	PT_DIY_BTM_131
Legs	Warrior Leggings S	PT_FAN_BTM_119
Legs	Wheel Assassin Pants	PT_DIY_BTM_006
Legs	Wheel Assassin Pants +	PT_DIY_BTM_106
Legs	Wheel Assassin Pants +	PT_DIY_BTM_106_G
Legs	White Steel Leggings	PT_DIY_BTM_021_G
Weapon	Apocalyptic Hockey Stick A	PT_ARM_WP043_003
Weapon	Assassin’s Crossbow S	PT_ARM_WP004_004
Weapon	Assassin’s Crossbow S	PT_ARM_WP004_005
Weapon	Astaroth	PT_ARM_WP003_0H4
Weapon	Axe of Destruction	PT_ARM_WP003_002
Weapon	Axe of Destruction S	PT_ARM_WP003_004
Weapon	Axe of Destruction S	PT_ARM_WP003_005
Weapon	Backdraft	PT_ARM_WP038_0H4
Weapon	Battle Machete E	PT_ARM_WP001_004
Weapon	Battle Machete E	PT_ARM_WP001_005
Weapon	Beam Katana 1	PT_ARM_WP001_0N1
Weapon	Beam Katana 2	PT_ARM_WP001_0N3
Weapon	Beam Katana 3	PT_ARM_WP001_0N2
Weapon	Beam Katana 4	PT_ARM_WP001_0N4
Weapon	Beam Katana 4	PT_ARM_WP001_0N5
Weapon	Belphegor	PT_ARM_WP013_0H4
Weapon	Bloody Pitching Machine A	PT_ARM_WP028_003
Weapon	Bloody Pitching Machine A TDM	PT_ARM_WP028_0A3
Weapon	Bloody Pitching Machine TDM	PT_ARM_WP028_0A1
Weapon	Bowling Crusher	PT_ARM_WP035_002
Weapon	Bowling Crusher A	PT_ARM_WP035_004
Weapon	Bowling Crusher A	PT_ARM_WP035_005
Weapon	Bowling Crusher A TDM	PT_ARM_WP035_0A4
Weapon	Bowling Crusher A TDM	PT_ARM_WP035_0A5
Weapon	Bowling Crusher TDM	PT_ARM_WP035_0A2
Weapon	Bowling Stomper A	PT_ARM_WP035_003
Weapon	Bowling Stomper A TDM	PT_ARM_WP035_0A3
Weapon	Bowling Stomper TDM	PT_ARM_WP035_0A1
Weapon	Bronson Magnum	PT_ARM_WP017_002
Weapon	Bronson Magnum E	PT_ARM_WP017_004
Weapon	Bronson Magnum E	PT_ARM_WP017_005
Weapon	Brutal Yo-Yo	PT_ARM_WP033_001
Weapon	Brutal Yo-Yo A	PT_ARM_WP033_003
Weapon	Butterfly Knife E	PT_ARM_WP002_003
Weapon	Buzzsaw Knuckles +	PT_ARM_WP006_003
Weapon	Buzzsaw Masher	PT_ARM_WP006_002
Weapon	Buzzsaw Masher +	PT_ARM_WP006_004
Weapon	Buzzsaw Masher +	PT_ARM_WP006_005
Weapon	Cerberus Shotgun E	PT_ARM_WP021_004
Weapon	Cerberus Shotgun E	PT_ARM_WP021_005
Weapon	Chainsaw Shark	PT_ARM_WP048_002
Weapon	Chainsaw Shark +	PT_ARM_WP048_004
Weapon	Chainsaw Shark +	PT_ARM_WP048_005
Weapon	Chainsaw Viper +	PT_ARM_WP048_003
Weapon	Classic Lion Knuckles	PT_ARM_WP062_002
Weapon	Classic Lion Knuckles S	PT_ARM_WP062_004
Weapon	Classic Lion Knuckles S	PT_ARM_WP062_005
Weapon	Cleaver Saber A	PT_ARM_WP026_003
Weapon	Cleaver Saber A TDM	PT_ARM_WP026_0A3
Weapon	Cleaver Saber TDM	PT_ARM_WP026_0A1
Weapon	Combat Knife	PT_ARM_WP002_002
Weapon	Combat Knife E	PT_ARM_WP002_004
Weapon	Combat Knife E	PT_ARM_WP002_005
Weapon	Cyclone Shuriken	PT_ARM_WP039_001
Weapon	Cyclone Shuriken S	PT_ARM_WP039_003
Weapon	Death Burner Iron +	PT_ARM_WP037_004
Weapon	Death Burner Iron +	PT_ARM_WP037_005
Weapon	Death Stalker	PT_ARM_WP012_0H4
Weapon	Definitive Combat Pickaxe	PT_ARM_WP012_003
Weapon	Demon Gun 1	PT_ARM_WP017_0A1
Weapon	Demon Gun 2	PT_ARM_WP017_0A3
Weapon	Demon Gun 3	PT_ARM_WP017_0A2
Weapon	Demon Gun 4	PT_ARM_WP017_0A4
Weapon	Dominion	PT_ARM_WP046_0H4
Weapon	Dragon	PT_ARM_WP044_0H4
Weapon	Dragon Buster Sword	PT_ARM_WP019_002
Weapon	Dragon Buster Sword RE	PT_ARM_WP060_002
Weapon	Dragon Buster Sword S	PT_ARM_WP019_004
Weapon	Dragon Buster Sword S	PT_ARM_WP019_005
Weapon	Dragon Buster Sword S RE	PT_ARM_WP060_004
Weapon	Dragon Buster Sword S RE	PT_ARM_WP060_005
Weapon	Drill Arm +	PT_ARM_WP036_003
Weapon	Drill Arm + TDM	PT_ARM_WP036_0A3
Weapon	Drill Arm TDM	PT_ARM_WP036_0A1
Weapon	Drill Buster	PT_ARM_WP036_002
Weapon	Drill Buster +	PT_ARM_WP036_004
Weapon	Drill Buster +	PT_ARM_WP036_005
Weapon	Drill Buster + TDM	PT_ARM_WP036_0A4
Weapon	Drill Buster + TDM	PT_ARM_WP036_0A5
Weapon	Drill Buster TDM	PT_ARM_WP036_0A2
Weapon	DUKE-13 Sniper Rifle	PT_ARM_WP025_002
Weapon	DUKE-13 Sniper Rifle E	PT_ARM_WP025_004
Weapon	DUKE-13 Sniper Rifle E	PT_ARM_WP025_005
Weapon	Electro Trigger	PT_ARM_WP006_0H4
Weapon	Emperor	PT_ARM_WP041_0H4
Weapon	Executioner’s Ride	PT_ARM_WP041_002
Weapon	Executioner’s Ride A	PT_ARM_WP041_004
Weapon	Executioner’s Ride A	PT_ARM_WP041_005
Weapon	Executioner’s Ride A TDM	PT_ARM_WP041_0B4
Weapon	Executioner’s Ride A TDM	PT_ARM_WP041_0B5
Weapon	Executioner’s Ride A ZX	PT_ARM_WP041_0A3
Weapon	Executioner’s Ride A ZX	PT_ARM_WP041_0A5
Weapon	Executioner’s Ride TDM	PT_ARM_WP041_0B2
Weapon	Executioner’s Ride ZX	PT_ARM_WP041_0A1
Weapon	Fenrir	PT_ARM_WP001_0H4
Weapon	FFWF-103 Flamethrower E TDM	PT_ARM_WP007_0A3
Weapon	FFWF-103 Flamethrower TDM	PT_ARM_WP007_0A1
Weapon	FFWF-285 Flamethrower	PT_ARM_WP007_002
Weapon	FFWF-285 Flamethrower E	PT_ARM_WP007_004
Weapon	FFWF-285 Flamethrower E	PT_ARM_WP007_005
Weapon	FFWF-285 Flamethrower E TDM	PT_ARM_WP007_0A4
Weapon	FFWF-285 Flamethrower E TDM	PT_ARM_WP007_0A5
Weapon	FFWF-285 Flamethrower TDM	PT_ARM_WP007_0A2
Weapon	Fireball Baton A	PT_ARM_WP040_003
Weapon	Fireworks Blaster +	PT_ARM_WP044_004
Weapon	Fireworks Blaster +	PT_ARM_WP044_005
Weapon	Flame Wand S	PT_ARM_WP029_003
Weapon	Ghastly Pitching Machine	PT_ARM_WP028_002
Weapon	Ghastly Pitching Machine A	PT_ARM_WP028_004
Weapon	Ghastly Pitching Machine A	PT_ARM_WP028_005
Weapon	Ghastly Pitching Machine A TDM	PT_ARM_WP028_0A4
Weapon	Ghastly Pitching Machine A TDM	PT_ARM_WP028_0A5
Weapon	Ghastly Pitching Machine TDM	PT_ARM_WP028_0A2
Weapon	GLIDER 1	PT_ARM_WP025_0K1
Weapon	GLIDER 2	PT_ARM_WP025_0K3
Weapon	GLIDER 3	PT_ARM_WP025_0K2
Weapon	GLIDER 4	PT_ARM_WP025_0K4
Weapon	Grim Reaper’s Scythe	PT_ARM_WP050_001
Weapon	Grim Reaper’s Scythe	PT_ARM_WP050_002
Weapon	Grim Reaper’s Scythe	PT_ARM_WP050_003
Weapon	Grim Reaper’s Scythe	PT_ARM_WP050_004
Weapon	Grim Reaper’s Scythe R1	PT_ARM_WP050_0R1
Weapon	Grim Reaper’s Scythe R2	PT_ARM_WP050_0R3
Weapon	Grim Reaper’s Scythe R3	PT_ARM_WP050_0R2
Weapon	Grim Reaper’s Scythe R3	PT_ARM_WP050_0R4
Weapon	Hatatagami	PT_ARM_WP039_0H4
Weapon	Head of Euryale	PT_ARM_WP058_0H1
Weapon	Head of Medusa	PT_ARM_WP058_001
Weapon	Head of Medusa	PT_ARM_WP058_005
Weapon	Hell Spike Crusher	PT_ARM_WP054_0H1
Weapon	Hornet Saber	PT_ARM_WP026_002
Weapon	Hornet Saber A	PT_ARM_WP026_004
Weapon	Hornet Saber A	PT_ARM_WP026_005
Weapon	Hornet Saber A TDM	PT_ARM_WP026_0A4
Weapon	Hornet Saber A TDM	PT_ARM_WP026_0A5
Weapon	Hornet Saber TDM	PT_ARM_WP026_0A2
Weapon	Hunting Bow	PT_ARM_WP046_001
Weapon	Hunting Bow A	PT_ARM_WP046_003
Weapon	Inferno Baton	PT_ARM_WP040_002
Weapon	Inferno Baton A	PT_ARM_WP040_004
Weapon	Inferno Baton A	PT_ARM_WP040_005
Weapon	Iron Hammer RG	PT_ARM_WP011_0B1
Weapon	Jackal Blaster	PT_ARM_WP053_001
Weapon	Jackal Blaster D	PT_ARM_WP053_002
Weapon	Jackal Blaster D	PT_ARM_WP053_0D5
Weapon	Jackal Blaster R	PT_ARM_WP053_003
Weapon	Jackal Blaster R	PT_ARM_WP053_005
Weapon	Jackal Sword	PT_ARM_WP051_001
Weapon	Jackal Sword D	PT_ARM_WP051_002
Weapon	Jackal Sword D	PT_ARM_WP051_0D5
Weapon	Jackal Sword R	PT_ARM_WP051_003
Weapon	Jackal Sword R	PT_ARM_WP051_005
Weapon	Jackal Yo-Yo	PT_ARM_WP052_001
Weapon	Jackal Yo-Yo D	PT_ARM_WP052_002
Weapon	Jackal Yo-Yo D	PT_ARM_WP052_0D5
Weapon	Jackal Yo-Yo R	PT_ARM_WP052_003
Weapon	Jackal Yo-Yo R	PT_ARM_WP052_005
Weapon	Judgement Day	PT_ARM_WP043_0H4
Weapon	Jungle Machete E RG	PT_ARM_WP001_0B1
Weapon	KAMAS-SP Assault Rifle E	PT_ARM_WP031_004
Weapon	KAMAS-SP Assault Rifle E	PT_ARM_WP031_005
Weapon	KAMAS-WoT Assault Rifle01	PT_ARM_WP031_0A1
Weapon	KAMAS-WoT Assault Rifle02	PT_ARM_WP031_0A3
Weapon	KAMAS-WoT Assault Rifle03	PT_ARM_WP031_0A2
Weapon	KAMAS-WoT Assault Rifle04	PT_ARM_WP031_0A4
Weapon	King Baboon	PT_ARM_WP037_0H4
Weapon	Lethal Weapon	PT_ARM_WP017_0H4
Weapon	Lightning Wand S	PT_ARM_WP047_003
Weapon	Lightning Wand S TDM	PT_ARM_WP047_0A3
Weapon	Lightning Wand TDM	PT_ARM_WP047_0A1
Weapon	Lion Knuckles S	PT_ARM_WP062_003
Weapon	Loaded Glove	PT_ARM_WP030_001
Weapon	Loaded Glove A	PT_ARM_WP030_003
Weapon	Longsword RE	PT_ARM_WP060_001
Weapon	Longsword S RE	PT_ARM_WP060_003
Weapon	M-404 Rocket Launcher E	PT_ARM_WP045_003
Weapon	M-404 Rocket Launcher E TDM	PT_ARM_WP045_0A3
Weapon	M-404 Rocket Launcher TDM	PT_ARM_WP045_0A1
Weapon	M-844 Rocket Launcher	PT_ARM_WP045_002
Weapon	M-844 Rocket Launcher E	PT_ARM_WP045_004
Weapon	M-844 Rocket Launcher E	PT_ARM_WP045_005
Weapon	M-844 Rocket Launcher E TDM	PT_ARM_WP045_0A4
Weapon	M-844 Rocket Launcher E TDM	PT_ARM_WP045_0A5
Weapon	M-844 Rocket Launcher TDM	PT_ARM_WP045_0A2
Weapon	M2G-87	PT_ARM_WP056_001
Weapon	M2G-87	PT_ARM_WP056_005
Weapon	M2G-87 Mod.1 FireFly	PT_ARM_WP056_0H1
Weapon	Masamune Blade S	PT_ARM_WP016_003
